sku,inventory_units_on_hand,reorder_point,reorder_shortfall,supplier_on_time_delivery,demand_variability_cov,lead_time_days,safety_stock,on_hand_stock_value
85525.70369,13658,49899.46,36241.46,0.8000,0.1900,23,2866.30,80378.50
81689.65414,34008,69339.78,35331.78,0.8700,0.5700,76,15692.90,190999.41
97735.92745,25846,61132.85,35286.85,0.8500,0.6800,181,16167.63,262331.48
18043.66253,18811,54056.70,35245.70,1.0000,0.2600,37,5074.62,140529.15
26570.05479,14614,48028.58,33414.58,1.0000,0.2000,26,3017.38,110715.50
26976.03739,7807,39876.62,32069.62,1.0000,0.3600,37,5634.35,107616.23
16008.34214,9519,39721.46,30202.46,1.0000,0.5400,21,8548.78,225666.09
747.6157018,6576,36565.21,29989.21,1.0000,0.2200,102,2684.21,34245.97
99691.56817,8809,37480.46,28671.46,1.0000,0.3800,16,5629.15,62109.29
9797.236123,21188,49609.65,28421.65,1.0000,0.8300,66,15419.01,158884.64
86403.55774,31711,60000.92,28289.92,1.0000,0.6400,65,15062.52,345335.55
40555.53967,36846,63744.80,26898.80,1.0000,0.6800,66,16858.40,276302.79
3527.394088,9874,36753.70,26879.70,1.0000,0.6300,80,9100.36,70923.29
42375.4568,16941,42670.27,25729.27,1.0000,0.7200,66,11837.71,127037.57
59614.48888,20776,46452.86,25676.86,0.7000,0.5700,87,10513.16,198444.79
53498.3392,17024,40666.71,23642.71,0.8800,0.4500,100,7316.71,89424.60
40586.17221,6510,29967.16,23457.16,0.7000,0.3700,23,4368.16,89260.97
73719.85221,22061,44838.32,22777.32,1.0000,0.8700,66,14446.64,165434.08
40922.61774,35212,57185.35,21973.35,0.8500,0.7700,87,16754.71,297227.26
39743.43884,8545,29947.58,21402.58,0.7700,0.2800,31,3107.78,66039.34
87489.68716,12156,33494.47,21338.47,0.8200,0.2200,43,2458.79,102665.93
49404.04188,5868,26329.81,20461.81,0.8800,0.4600,30,4844.61,130444.90
83385.07533,7092,26487.33,19395.33,0.7800,0.6400,42,6649.33,74072.66
56308.83258,13983,32326.21,18343.21,1.0000,0.5200,23,6712.18,101589.20
99155.5808,3981,21945.16,17964.16,1.0000,0.1500,12,774.12,19966.35
3242.202969,5608,23264.39,17656.39,0.8700,0.3400,122,3075.83,83210.50
3168.332644,4688,22230.20,17542.20,0.7700,0.3000,78,2522.20,35422.33
31844.01405,34794,52064.57,17270.57,0.8000,1.1500,41,20433.34,212412.75
83005.11665,6017,23182.65,17165.65,1.0000,0.2600,23,2176.29,33597.36
99848.49526,6467,23515.41,17048.41,1.0000,0.8300,130,7308.75,180016.95
56095.15083,8957,25676.41,16719.41,0.8500,0.4200,58,4299.16,146603.73
49628.93981,2961,19038.72,16077.72,0.8200,0.1400,23,562.98,39604.56
88893.99833,2776,18787.90,16011.90,0.8200,0.1300,23,447.09,43223.23
68621.70154,19512,35409.01,15897.01,1.0000,0.6200,66,8644.69,145614.90
57821.70364,7654,23485.43,15831.43,0.7000,0.4900,58,4602.95,133868.67
28535.78795,5432,21217.38,15785.38,0.8200,0.4000,36,3371.46,150567.98
82550.86699,16281,31966.32,15685.32,1.0000,0.7200,23,8868.19,123750.20
18011.47757,4537,20130.45,15593.45,1.0000,0.4400,44,3538.93,57288.34
18112.22332,4093,19401.40,15308.40,1.0000,0.4000,23,3082.90,29621.55
46753.79928,17958,33260.54,15302.54,1.0000,0.9200,44,11172.54,134153.60
11902.9736,9762,24992.24,15230.24,1.0000,1.0300,49,9102.52,70479.53
1627.077928,4521,19242.00,14721.00,0.9200,0.2600,43,1806.36,35511.61
38229.3787,6131,20764.50,14633.50,0.7000,0.1900,51,1192.74,47663.80
32535.36267,4087,18583.73,14496.73,1.0000,0.2200,72,1364.21,28362.67
24320.22778,5494,19916.98,14422.98,1.0000,0.2200,23,1462.08,40566.70
4642.238692,13446,27613.43,14167.43,1.0000,0.6600,66,7119.11,101797.50
58344.90294,4042,17987.52,13945.52,1.0000,0.6100,87,4328.52,126469.37
23278.46785,3169,16722.78,13553.78,1.0000,0.3200,42,2055.82,35675.64
18596.89763,3240,16541.15,13301.15,1.0000,0.2200,37,1214.27,30713.07
69432.77751,12351,24364.69,12013.69,0.8100,0.4700,11,4581.41,89797.18
63575.69139,3199,15210.24,12011.24,1.0000,0.4200,43,2546.74,26026.61
63798.28568,5759,17711.31,11952.31,0.8200,0.4300,33,3039.95,75606.22
4632.399445,9462,21241.71,11779.71,0.9300,0.4800,23,4079.11,53445.63
16141.79206,3268,15041.54,11773.54,1.0000,0.3300,46,1919.28,23457.73
15371.66377,6404,18044.87,11640.87,0.8700,0.3500,16,2468.13,33895.45
72433.88595,4272,15781.80,11509.80,1.0000,0.2500,37,1402.12,40204.02
56336.00866,2210,13622.33,11412.33,1.0000,0.2200,38,1000.00,14472.65
28063.98004,9969,21363.96,11394.96,1.0000,0.6800,31,5650.06,70972.29
69878.71086,11320,22607.12,11287.12,1.0000,0.5100,71,4607.20,81314.61
2333.247696,7466,18541.10,11075.10,0.8800,0.4900,44,3633.90,52711.62
35617.26411,3336,14355.04,11019.04,0.7000,0.4100,23,2342.60,149293.10
82122.44457,4433,15364.73,10931.73,0.8200,0.6000,108,3643.13,47936.93
71829.76937,2894,13586.78,10692.78,1.0000,0.2400,19,1137.98,48070.34
4831.799117,27868,38541.59,10673.59,1.0000,0.6000,66,9138.59,206469.66
34924.93689,3247,13703.89,10456.89,0.8200,0.3700,11,1997.55,28623.44
68878.30081,8071,18105.72,10034.72,0.8200,1.0700,123,6770.04,284676.08
67689.42493,1435,11031.04,9596.04,1.0000,0.0900,16,0.00,32969.82
22916.56386,1858,11117.61,9259.61,1.0000,0.1900,30,638.61,47239.85
6029.396022,5150,14347.12,9197.12,0.9000,0.4800,23,2755.12,42327.45
1365.039104,2694,11789.98,9095.98,1.0000,0.1600,45,482.38,31962.01
69336.6739,14884,23968.34,9084.34,0.8000,0.2600,58,2250.05,105195.27
38413.66891,1246,10151.82,8905.82,1.0000,0.1600,85,415.35,15445.83
93898.13441,4993,13709.80,8716.80,1.0000,0.9000,23,4530.96,37261.02
53642.5735,3467,12131.06,8664.06,1.0000,0.6300,12,3003.70,37631.75
69877.27583,2762,11346.90,8584.90,1.0000,0.5700,87,2568.02,90601.77
8431.172843,7619,16093.18,8474.18,1.0000,0.7100,32,4413.18,56798.45
41409.2889,10091,18229.15,8138.15,0.9300,0.2800,21,1891.71,75196.85
22511.99721,23621,31634.84,8013.84,0.9100,0.4900,19,6200.17,167861.13
34523.52836,2491,10448.13,7957.13,0.7700,0.5400,23,2248.63,35574.35
56242.56638,2994,10885.26,7891.26,1.0000,0.2100,26,741.80,21078.57
62977.65315,4289,12130.46,7841.46,0.7700,0.7100,51,3326.50,24267.20
64596.80984,2623,10454.93,7831.93,1.0000,0.2700,16,1033.49,16631.92
44090.41583,3200,10994.21,7794.21,0.8200,0.6300,16,2722.21,39594.31
90403.3881,4122,11912.98,7790.98,0.9400,0.8000,33,3597.86,29609.53
94862.77623,8387,16175.88,7788.88,1.0000,0.7300,23,4538.80,59745.28
79112.17361,3276,10985.55,7709.55,1.0000,0.4300,130,1885.55,86818.09
64275.43798,5866,13575.32,7709.32,0.8200,0.6000,58,3218.84,38129.49
5742.090902,1352,9042.14,7690.14,1.0000,0.1700,11,420.34,41129.99
94414.55339,2518,10164.86,7646.86,1.0000,0.6300,12,2516.86,30768.52
68655.67308,6505,14056.33,7551.33,0.8800,1.5000,66,6496.25,48217.92
79482.93109,3916,11354.12,7438.12,1.0000,0.2800,31,1178.26,21842.35
73327.4254,3343,10763.36,7420.36,0.7000,0.6500,33,2738.64,43192.00
63513.44727,3351,10680.28,7329.28,0.7200,0.1700,23,496.50,27035.06
51157.75623,10820,17950.79,7130.79,1.0000,0.8000,66,5421.35,112237.43
10198.98596,4103,11163.59,7060.59,0.9100,0.4200,16,1869.19,29473.20
76235.86954,4711,11677.90,6966.90,0.8200,0.4800,66,2242.54,575271.59
85993.0033,4845,11800.99,6955.99,0.7700,0.3500,88,1614.11,65624.83
18728.79269,2238,9126.38,6888.38,0.7700,0.4300,61,1566.44,29845.88
88457.06741,4806,11666.12,6860.12,1.0000,0.3600,58,1648.36,35930.28
91487.04292,12075,18802.54,6727.54,1.0000,0.9500,35,6465.74,177154.27
98453.01234,3203,9871.29,6668.29,0.8400,0.8900,21,3235.29,23182.42
11938.60819,2993,9611.20,6618.20,1.0000,0.3400,16,1270.72,91059.93
71185.22702,2213,8818.83,6605.83,0.7700,0.5000,38,1762.99,46570.63
72476.04079,2384,8947.72,6563.72,1.0000,0.2200,52,656.84,31282.81
96256.89429,2307,8849.46,6542.46,1.0000,0.2100,30,603.06,29591.74
84896.52428,12108,18621.21,6513.21,0.8800,0.8600,23,5947.29,98832.88
16032.9716,3808,10186.68,6378.68,1.0000,0.4800,59,1956.18,32398.81
69248.1887,2398,8720.16,6322.16,0.7700,0.5900,35,2036.56,47340.24
42518.77956,668,6853.00,6185.00,1.0000,0.0900,42,0.00,5762.79
88657.84393,3485,9647.15,6162.15,1.0000,0.8800,30,3135.15,25451.37
23498.26719,1123,7213.71,6090.71,1.0000,0.3000,44,818.45,32665.19
25048.87383,2338,8362.15,6024.15,1.0000,0.6700,10,2183.82,16090.94
89009.13269,1635,7555.44,5920.44,0.8000,0.5700,81,1709.94,399711.80
30629.55147,6314,12172.80,5858.80,1.0000,0.3500,21,1664.96,97438.91
56443.5394,3546,9348.87,5802.87,1.0000,0.1300,30,222.47,26586.93
7725.185229,8466,14233.76,5767.76,1.0000,0.7400,30,4038.56,70220.50
93757.32748,2515,8270.11,5755.11,0.7000,0.2500,28,734.75,35739.57
47951.68833,1795,7498.12,5703.12,0.8200,0.2400,23,628.02,46210.46
29076.92688,5857,11463.81,5606.81,0.8200,0.6800,11,3031.80,43245.84
73291.86838,1114,6712.00,5598.00,1.0000,0.1800,101,349.00,35298.86
5461.554491,1427,7022.27,5595.27,1.0000,0.3700,88,1023.60,10193.40
64934.32412,3311,8734.59,5423.59,0.7500,0.3200,80,1073.79,77217.59
67855.63481,7719,13048.07,5329.07,1.0000,0.3400,44,1725.11,41942.39
95637.65634,2923,8193.88,5270.88,0.8500,0.6200,23,2000.44,30433.06
12338.91806,2135,7405.29,5270.29,1.0000,0.4400,21,1301.85,20838.59
3596.258665,1207,6470.01,5263.01,0.8300,0.4300,81,1110.51,46040.87
20353.36609,2933,8108.10,5175.10,0.8200,1.0600,101,3012.32,116998.48
30446.83697,2663,7743.22,5080.22,1.0000,0.2200,45,568.42,16734.66
80337.50935,9149,14130.80,4981.80,0.7000,0.9700,73,4932.80,49098.75
86564.39253,5323,10273.76,4950.76,1.0000,0.7400,23,2914.98,39727.91
17877.58278,41151,46064.47,4913.47,1.0000,0.4100,76,7517.27,294228.16
98629.22568,3853,8764.10,4911.10,1.0000,0.7100,16,2403.35,30471.41
75376.51236,1873,6779.04,4906.04,0.8000,0.3600,66,957.84,242701.15
93594.20805,1339,6221.87,4882.87,0.9300,0.2100,40,424.00,23537.85
33662.68414,2964,7821.38,4857.38,1.0000,0.5600,66,1741.46,92389.58
9089.83595,5106,9924.46,4818.46,1.0000,0.3800,44,1490.54,129909.92
55531.14298,2933,7560.39,4627.39,1.0000,0.5100,58,1540.76,37030.66
60355.84501,1337,5959.55,4622.55,0.8300,0.5000,61,1191.39,17198.04
37405.54347,20289,24793.23,4504.23,1.0000,1.3900,66,10959.63,151412.46
12389.93222,2430,6931.93,4501.93,1.0000,1.0600,79,2575.35,335783.93
81228.37722,604,4997.10,4393.10,1.0000,0.2200,35,366.83,21371.86
98395.41806,1418,5804.06,4386.06,1.0000,0.2700,37,573.74,114227.80
36309.32121,1561,5876.63,4315.63,0.7700,0.4400,43,1033.11,13649.47
7028.020895,1886,6179.42,4293.42,0.9800,0.3700,93,900.74,10502.74
64571.78884,7973,12197.54,4224.54,0.8000,0.8200,31,3755.62,59140.89
42076.92509,3399,7593.60,4194.60,1.0000,0.2200,16,557.44,111239.64
61716.77149,4633,8774.55,4141.55,1.0000,0.4000,44,1394.28,132267.47
34274.56174,2191,6326.07,4135.07,1.0000,1.1300,33,2454.07,22858.95
83637.23189,2954,7088.82,4134.82,0.7700,0.5000,42,1417.14,17809.12
63421.99319,1381,5455.90,4074.90,0.8500,0.6300,30,1350.90,17339.72
77635.18409,2829,6744.56,3915.56,0.7800,0.3100,30,797.36,25577.93
49467.87115,2633,6473.77,3840.77,1.0000,0.7000,32,1754.41,15955.13
75182.03375,4642,8422.13,3780.13,0.8500,1.3900,44,3722.93,32835.17
29387.11002,1742,5519.32,3777.32,0.9000,0.2600,43,518.13,15905.04
67486.73281,2778,6494.82,3716.82,0.7700,0.5000,62,1298.39,29003.97
46174.19704,253,3921.35,3668.35,1.0000,0.1000,29,23.75,160463.20
37118.06545,1279,4888.39,3609.39,1.0000,0.3000,58,554.63,164863.15
63214.18444,916,4501.92,3585.92,1.0000,0.1700,33,209.28,5876.82
49940.1708,2069,5555.14,3486.14,1.0000,0.8100,33,1694.14,74957.12
85781.62452,1264,4723.16,3459.16,0.7500,0.4300,66,810.68,160101.66
10644.09722,1711,5153.68,3442.68,0.8500,0.4800,5,989.68,12803.25
66898.45026,3470,6910.27,3440.27,0.8000,1.0700,130,2583.87,131594.09
55020.73056,2334,5764.03,3430.03,0.8500,0.3700,23,840.19,25696.87
32397.04157,8669,12091.05,3422.05,0.8300,0.4800,46,2321.88,84209.72
70136.47095,1987,5255.57,3268.57,0.8200,0.5600,66,1170.17,44978.70
30805.18253,1203,4470.63,3267.63,0.7700,0.5300,16,945.30,7702.45
7137.726453,1223,4456.82,3233.82,0.7700,0.3300,22,568.68,6440.20
30570.48898,880,4103.69,3223.69,1.0000,0.3500,41,561.29,23774.03
66529.1874,1697,4918.28,3221.28,1.0000,0.5800,37,1130.96,14666.00
99408.71991,3045,6244.86,3199.86,1.0000,0.7400,35,1771.86,21605.25
38880.52514,2932,6107.44,3175.44,0.7700,0.3500,33,835.36,19081.23
35915.04203,1496,4616.34,3120.34,0.7000,0.3300,23,589.04,40706.03
23548.24418,2141,5255.28,3114.28,0.7000,0.6200,28,1283.01,36627.48
48074.25459,1888,4994.33,3106.33,0.7500,0.3800,78,750.09,22849.01
66606.75227,17945,21011.57,3066.57,0.8000,1.4400,115,9483.97,110267.88
82315.40602,1903,4952.35,3049.35,0.7700,0.2200,30,363.55,17484.47
33116.19225,3268,6233.78,2965.78,1.0000,0.3400,35,824.18,42787.57
93732.1487,967,3874.59,2907.59,0.8000,0.4900,30,759.39,15722.79
24000.84476,4110,7003.82,2893.82,0.7700,0.5700,53,1585.10,24412.64
65708.3253,1028,3867.23,2839.23,0.8200,0.5700,30,875.23,18142.64
80283.87575,1978,4811.02,2833.02,0.7700,0.7600,22,1394.86,18475.15
48698.09401,631,3399.81,2768.81,0.7100,0.2800,33,352.81,14004.20
4569.760124,1595,4356.69,2761.69,0.7000,0.5500,23,953.91,64463.69
72091.99853,1439,4173.24,2734.24,0.7500,0.7300,46,1170.97,10385.72
91641.45053,2106,4810.48,2704.48,1.0000,1.0700,141,1798.72,87992.86
13833.06592,2099,4800.68,2701.68,0.8200,0.3000,76,544.68,13396.43
3757.355247,533,3207.24,2674.24,1.0000,0.3300,12,409.24,6655.34
67332.30068,1096,3645.08,2549.08,0.7700,0.3400,33,481.92,99239.78
74396.47976,2454,4990.08,2536.08,1.0000,0.2200,58,366.32,45283.88
74989.5713,1448,3962.34,2514.34,1.0000,0.9400,37,1352.12,12512.09
62250.83184,5103,7609.49,2506.49,0.7700,0.5100,57,1550.77,201302.14
42672.92788,1116,3593.91,2477.91,0.8500,0.7200,78,997.03,13503.69
23986.33804,12539,15001.58,2462.58,0.8200,0.5300,44,3172.04,74175.86
78653.37195,2193,4649.90,2456.90,1.0000,0.9900,23,1647.02,15047.64
41023.89821,2142,4598.05,2456.05,0.8000,0.2600,40,431.65,10804.48
39582.74355,1603,4054.19,2451.19,1.0000,1.4700,181,1852.02,14969.42
25890.6082,2231,4663.46,2432.46,0.7500,0.9200,16,1566.50,13447.73
53960.60565,1065,3491.75,2426.75,0.7700,0.7300,16,979.75,7160.41
90793.93472,1706,4124.00,2418.00,0.7700,0.4300,33,707.84,53500.03
12583.73606,1171,3555.23,2384.23,0.7700,0.8500,61,1125.40,7371.87
88284.20088,6696,9048.58,2352.58,0.8800,1.1100,75,3468.58,51709.19
9309.664142,716,3030.75,2314.75,1.0000,0.4100,44,494.59,5777.78
44410.82251,1135,3447.95,2312.95,1.0000,0.3700,11,502.59,37132.24
46846.80048,1346,3658.28,2312.28,1.0000,1.0900,123,1385.24,32912.74
60478.8553,975,3286.77,2311.77,1.0000,0.4100,6,536.37,7079.00
39413.5795,955,3264.75,2309.75,1.0000,0.5400,27,702.63,5794.33
97523.24943,694,2986.46,2292.46,0.7700,0.2900,33,324.46,5661.37
20540.37645,4723,7001.58,2278.58,1.0000,0.9200,23,2351.90,35416.78
72167.89241,981,3255.67,2274.67,0.7700,0.2700,26,321.83,19655.70
96657.5001,4817,7035.52,2218.52,0.8500,0.1200,23,126.32,29513.22
97672.2991,812,2945.47,2133.47,1.0000,0.5100,5,600.27,5591.79
280.7880631,1107,3234.87,2127.87,0.7700,0.3600,34,457.07,12543.43
96799.14512,627,2743.59,2116.59,0.8700,0.4900,40,537.72,17641.00
67330.82858,1109,3210.56,2101.56,0.8000,0.4200,66,537.56,15291.03
19193.13063,2114,4214.85,2100.85,0.8500,0.8800,23,1369.75,28943.02
55243.20891,706,2789.21,2083.21,0.9500,0.7700,68,817.21,110940.24
51627.95997,1828,3876.35,2048.35,1.0000,0.6100,13,932.81,13133.86
26941.50665,3770,5768.50,1998.50,0.8300,0.4400,35,1014.10,49543.27
15017.43446,959,2949.00,1990.00,0.9700,0.4000,52,468.60,9744.20
87697.91586,926,2905.40,1979.40,0.7700,0.7500,16,833.40,5203.16
3243.390147,1442,3420.23,1978.23,0.7700,0.4100,52,558.15,27187.20
96750.54531,1272,3238.41,1966.41,1.0000,1.0400,46,1187.42,9095.54
63320.62117,649,2587.96,1938.96,1.0000,0.7200,44,717.96,19419.42
41041.53084,712,2649.83,1937.83,0.7700,0.5800,21,609.33,5556.83
70689.35104,2513,4394.51,1881.51,0.7700,0.5500,62,962.19,15733.68
40486.81469,516,2397.16,1881.16,0.8500,0.4900,28,469.82,7800.29
49937.31222,1630,3492.83,1862.83,1.0000,0.4600,23,642.67,12530.52
8120.820974,345,2186.97,1841.97,1.0000,0.2100,35,149.04,3189.03
25337.73744,6098,7934.77,1836.77,0.8500,0.5200,87,1647.57,47978.81
2465.773782,1864,3696.28,1832.28,0.7000,0.8400,28,1159.48,29441.28
33428.60448,2198,4024.04,1826.04,0.8200,0.4300,68,690.68,46190.36
3430.48939,841,2660.78,1819.78,1.0000,0.5800,22,611.84,4302.97
98292.19693,98,1901.52,1803.52,1.0000,0.1000,35,11.52,8127.21
55870.75261,6500,8289.29,1789.29,0.7700,1.2800,66,3484.49,61222.90
79937.84794,424,2211.39,1787.39,0.8200,0.4000,60,351.39,7879.77
75128.79596,2286,4055.05,1769.05,1.0000,0.2400,16,339.64,12787.98
50290.72633,306,2070.14,1764.14,0.8200,0.2700,13,204.64,9841.46
55712.61767,1152,2889.10,1737.10,1.0000,1.1400,66,1127.34,10857.63
37616.39721,2030,3763.67,1733.67,0.8200,0.9600,26,1304.07,21276.17
33414.02194,2619,4330.28,1711.28,1.0000,0.2200,35,317.88,22841.06
63570.17856,731,2432.39,1701.39,1.0000,0.6900,33,651.27,8074.51
73985.47922,524,2212.03,1688.03,0.8200,0.3100,31,261.51,3541.56
14894.11729,1519,3197.70,1678.70,1.0000,0.7900,76,956.21,45130.44
70466.39833,803,2469.02,1666.02,0.7700,0.6200,32,602.78,68393.33
58137.15511,948,2609.88,1661.88,0.7500,0.4800,27,501.18,21980.24
65657.65403,1042,2689.67,1647.67,1.0000,0.9100,12,896.23,5435.56
80784.06957,7449,9090.18,1641.18,1.0000,0.6100,66,2187.46,55592.57
39287.16927,595,2212.81,1617.81,1.0000,0.2600,33,207.73,6167.06
86600.20453,1368,2967.32,1599.32,0.7700,0.7100,16,813.72,17410.16
9755.440137,2038,3618.07,1580.07,0.7800,0.7900,11,1081.91,113320.11
20968.31645,705,2279.97,1574.97,0.8000,0.9300,26,771.97,11443.45
82197.08445,1018,2588.58,1570.58,0.7700,1.0700,26,967.92,9914.22
79780.34904,8272,9834.32,1562.32,1.0000,0.7300,21,2759.42,46953.20
7536.769747,565,2110.95,1545.95,0.8500,0.6200,23,515.36,14888.62
92222.6744,598,2140.86,1542.86,0.8200,0.3700,24,312.06,6258.37
23852.51996,1777,3309.00,1532.00,0.7700,1.4600,26,1505.64,28600.69
44607.35256,287,1817.22,1530.22,0.9700,0.3400,32,240.26,40432.19
87190.2062,730,2244.52,1514.52,1.0000,0.5100,23,457.42,32884.62
92696.22767,1254,2757.76,1503.76,0.8300,0.2400,23,230.98,13972.58
70551.67392,295,1788.82,1493.82,1.0000,0.1200,11,32.12,3134.09
93176.32465,563,2041.63,1478.63,0.7700,0.7500,16,585.63,10480.79
62360.0844,703,2177.34,1474.34,0.7700,0.8000,11,657.58,14047.64
70191.94028,655,2127.49,1472.49,0.7700,0.7900,31,636.18,39154.35
35565.33108,840,2310.61,1470.61,1.0000,0.5200,11,479.77,4450.71
68144.5966,1076,2544.81,1468.81,0.7700,0.5600,21,566.61,10832.09
88086.29948,1201,2657.76,1456.76,1.0000,0.7500,78,762.36,16455.94
23113.94007,482,1920.45,1438.45,1.0000,0.7000,25,520.45,10344.05
17766.48626,1173,2608.92,1435.92,1.0000,0.5800,70,599.92,6789.25
89822.0946,1075,2493.20,1418.20,0.9000,1.1400,73,972.86,5406.36
915.1744482,431,1845.74,1414.74,0.7600,0.2300,12,145.10,7028.54
19439.60814,952,2366.28,1414.28,0.7000,0.6800,21,625.80,56004.29
36031.03594,495,1897.56,1402.56,1.0000,0.6400,38,476.36,19967.49
93718.02454,1747,3136.90,1389.90,1.0000,0.4000,21,498.46,15531.62
22592.41647,2766,4149.84,1383.84,0.8200,1.0000,97,1480.40,44489.65
80969.10545,536,1907.94,1371.94,0.8200,0.4200,51,319.46,45584.21
62012.31696,842,2209.10,1367.10,0.7700,0.5800,16,507.98,5865.22
3551.005172,1012,2375.28,1363.28,0.7700,0.7300,16,666.48,6585.50
44305.27234,2509,3871.61,1362.61,1.0000,0.2200,45,284.21,18206.74
75376.46112,1001,2359.00,1358.00,1.0000,0.7800,21,698.32,6421.26
59688.16531,807,2158.26,1351.26,1.0000,0.3900,46,333.60,5711.95
28.25267997,477,1820.47,1343.47,0.7500,0.3700,23,265.36,3574.45
80947.58702,10325,11663.97,1338.97,1.0000,0.4500,65,2098.57,95814.94
54211.1528,693,2024.33,1331.33,0.9000,0.6800,33,535.37,17667.12
10741.3015,1350,2678.40,1328.40,1.0000,0.9800,22,941.87,13948.91
80233.63754,524,1851.13,1327.13,1.0000,0.6200,5,451.93,5720.45
10728.18783,1094,2416.64,1322.64,1.0000,0.9300,37,818.24,8099.92
79438.78059,2111,3430.34,1319.34,1.0000,3.4600,111,2307.02,16193.06
35927.35771,794,2110.57,1316.57,1.0000,0.3900,11,326.23,5501.51
98586.72215,1668,2981.92,1313.92,0.7700,1.5000,33,1378.12,15805.41
73887.80966,602,1907.09,1305.09,1.0000,0.8600,11,609.09,4264.21
75443.06423,287,1584.68,1297.68,1.0000,0.3400,37,209.51,2651.20
94452.9786,335,1631.78,1296.78,1.0000,0.3700,27,237.86,3909.57
77443.78208,1360,2656.61,1296.61,1.0000,0.3000,23,301.41,14037.47
62443.94466,539,1832.28,1293.28,0.8200,0.6600,76,472.39,7567.56
52376.6073,641,1932.13,1291.13,0.7600,0.8900,27,633.25,29380.12
18966.89772,1342,2632.07,1290.07,0.8200,0.7900,30,787.07,10185.89
19661.95471,810,2085.50,1275.50,1.0000,0.2500,41,185.28,18236.39
45494.15842,973,2241.42,1268.42,1.0000,0.6800,46,592.78,7240.03
97364.80366,879,2136.42,1257.42,0.8500,0.8100,23,651.54,8934.49
21094.16479,394,1644.87,1250.87,0.8200,0.5200,23,341.54,3889.73
31119.19079,579,1826.50,1247.50,1.0000,0.6900,11,489.04,4385.89
66650.70302,1024,2270.34,1246.34,1.0000,0.8800,27,737.82,6476.51
62587.99301,586,1832.28,1246.28,0.7000,0.6600,76,472.39,6168.30
67863.27004,1128,2368.69,1240.69,0.8500,0.6200,12,578.29,6437.65
67794.64548,2986,4213.46,1227.46,0.7100,1.5800,130,2005.19,77743.50
